Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Grenada,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Kiribati,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.00,0.00,0.00
Antigua and Barbuda,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Cape Verde,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.00,false,0.00,0.00,false,false,false,false,false
Chad,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,0.22,0.20,0.21,0.21,0.26,0.31,0.27,0.27,false,false,false,false,false,false,false,false
Comoros,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Cook Islands,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Guinea-Bissau,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Liechtenstein,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Russia,MtCO2e,251.41,216.17,200.22,174.77,143.17,184.81,162.06,149.29,133.91,142.48,165.59,157.88,159.65,151.78,153.21,154.88,152.63,170.99,172.38,166.23,178.43,184.01,226.31,223.85,247.03,249.98,259.78,262.09,250.55
Mexico,MtCO2e,53.28,52.05,51.75,50.03,50.92,49.33,54.87,54.95,56.36,51.85,52.91,47.88,51.47,52.39,56.30,58.71,66.17,62.13,64.35,52.11,62.17,67.93,61.50,65.75,59.05,66.02,61.94,68.35,66.72
Pakistan,MtCO2e,16.67,16.05,18.81,20.54,20.47,22.03,21.48,21.31,22.07,22.62,22.16,22.37,24.77,29.63,34.59,36.96,40.21,44.51,39.34,39.79,38.13,37.78,35.38,33.30,37.90,41.38,46.47,52.60,55.66
Malaysia,MtCO2e,14.02,15.39,16.69,17.82,18.43,20.24,23.80,23.82,23.62,23.05,25.85,26.43,28.41,29.56,33.30,35.12,37.91,43.43,43.20,29.62,30.44,28.52,31.96,29.10,28.61,28.82,29.63,32.45,35.47
Poland,MtCO2e,42.67,39.47,36.56,47.47,48.52,62.95,67.52,63.79,53.26,45.38,45.44,40.20,38.13,37.31,37.98,33.48,33.38,35.65,31.50,27.45,29.02,29.94,28.82,28.58,28.77,27.38,28.13,30.74,31.26
Netherlands,MtCO2e,29.21,27.76,27.47,27.48,26.76,25.87,27.16,25.47,24.29,25.31,24.42,24.41,25.03,25.35,25.07,24.72,25.58,25.77,24.07,22.43,23.84,22.96,23.91,23.18,22.85,23.92,25.08,25.96,25.88
Qatar,MtCO2e,3.13,3.24,3.43,3.53,3.61,3.69,3.78,3.89,4.01,4.12,4.89,4.96,7.50,6.42,8.09,7.54,7.84,10.09,10.20,9.11,10.06,8.30,13.08,12.78,14.90,15.63,16.47,17.52,21.20
Philippines,MtCO2e,10.40,8.17,8.41,10.14,9.56,12.67,11.96,13.95,12.41,12.05,11.49,9.44,8.74,9.96,10.14,10.43,10.72,13.08,12.55,11.16,12.53,12.35,11.48,13.15,13.89,14.11,16.76,17.79,15.38
